CYCLE,PK_RANDOM,Match,WGT,FK_EPA_RAN,NEST1_WT,EPA_OVERSAMPLE,EPA_DIVISION,C3_RESOURCE_TYPE,C1_RESOURCE_TYPE,C3_REPORTING_UNIT,C1_REPORTING_UNIT,GROUP_NAME,RANDOM_LAT,LAT_DD,LAT_MM,LAT_SS,LAT_DEC,RANDOM_LONG,LONG_DD,LONG_MM,LONG_SS,LONG_DEC,HYDROLOGIC_CODE,HYDROLOGIC_NAME,CAN_BE_SAM,EXCLUSION_CATEGORY,EXCLUSION_CRITERIA,SAMPLED_DATE,HECTARES,ANALYSIS_S,LOCATIONAL_DATUM,FK_PROJECT,DO_REGION,NNC_REGION,DO_CRIT,TN_NNC,TP_NNC,CHLA_NNC,Sample.Id,Station.No,Station.Name,Collect.Date,Sample.Type,Matrix,Water.Temperature,Water Temperature_VQ,Turbidity,Turbidity_VQ,Transparency..Secchi.Depth,Transparency (Secchi Depth)_VQ,Color..true,Color (true)_VQ,Specific.Conductance..Field,Specific Conductance  Field_VQ,Specific.Conductance,Specific Conductance_VQ,Oxygen..Dissolved..Field,Oxygen  Dissolved  Field_VQ,pH..Field,pH  Field_VQ,Alkalinity..Total..as.CaCO3,Alkalinity  Total (as CaCO3)_VQ,Total.Suspended.Solids..TSS,Total Suspended Solids (TSS)_VQ,Ammonia..Total..as.N,Ammonia  Total (as N)_VQ,Kjeldahl.Nitrogen..Total..as.N,Kjeldahl Nitrogen  Total  (as N)_VQ,Nitrate.Nitrite..Total..as.N,Nitrate+Nitrite  Total (as N)_VQ,Phosphorus..Total..as.P,Phosphorus  Total (as P)_VQ,Organic.Carbon..Total,Organic Carbon  Total_VQ,Calcium..Total,Calcium  Total_VQ,Magnesium..Total,Magnesium  Total_VQ,Sodium..Total,Sodium  Total_VQ,Potassium..Total,Potassium  Total_VQ,Chloride..Total,Chloride  Total_VQ,Sulfate..Total,Sulfate  Total_VQ,Fluoride..Total,Fluoride  Total_VQ,Coliform..Fecal..MF,Coliform  Fecal (MF)_VQ,Chlorophyll.A..Monochromatic,Chlorophyll-A (Monochromatic)_VQ,Pheophytin.A..Monochromatic,Pheophytin-A (Monochromatic)_VQ,Total.Dissolved.Solids..TDS.measured,Total Dissolved Solids (TDS measured)_VQ,Depth..Bottom.of.Waterbody..Sample.Site,Depth  Bottom of Waterbody  Sample Site_VQ,Sample.Depth,Sample Depth_VQ
3,Z3-CN-11001,Z3-CN-11001,3.960357558,FLCC17001-001,40,0,,CANAL,,ZONE 3,SJRWMD-A,Nassau - St. Marys,301920,30,19,20.455,30.3223,815615,81,56,15.0119,-81.9375,3070204,ST MARYS RIVER,Y,,,2/6/2017,,Y,HPGN,Z3CN1702,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1702-6,50459,Z3-CN-11001,2/6/2017 9:25,PRIMARY,WATER,13.6,,3.8,,0.4,S,100,,260,,260,,5.7,,7.1,,52,,4,I,0.12,,1,,0.26,,0.37,,17,,19.2,,6.25,,17.4,,11.2,,25,,28,,0.076,I,,,4.9,,3.7,,156,A,0.4,,0.2,
3,Z3-CN-11003,Z3-CN-11003,3.960357558,FLCC17001-003,40,0,,CANAL,,ZONE 3,SJRWMD-B,Upper East Coast,300915,30,9,15.4915,30.1543,812349,81,23,49.1316,-81.397,3080201,"EAST COAST, UPPER",Y,,,2/21/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-21,50460,Z3-CN-11003,2/21/2017 10:00,PRIMARY,WATER,19.8,,3.9,,1.2,,20,A,39298,,39500,,7.4,,7.4,,117,,7,I,0.007,,0.68,,0.004,U,0.087,,7.8,,307,,946,,7800,,284,,14000,,1900,,0.91,,,,14,,1.7,,24700,,4.6,,0.3,
3,Z3-CN-11004,Z3-CN-11004,3.960357558,FLCC17001-004,40,0,,CANAL,,ZONE 3,SJRWMD-C,Upper St. Johns,274924,27,49,24.1763,27.8234,803548,80,35,48.2557,-80.5967,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/1/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-4,50461,Z3-CN-11004,2/1/2017 10:20,PRIMARY,WATER,18,,1.6,A,2.1,,72,,654,,660,,7.2,,7.8,,153,,2,I,0.054,,0.99,,0.049,,0.04,,15,,65.9,,10.8,,45.2,,4,,94,,27,,0.23,,,,9.9,,1.5,,395,,4.1,,0.3,
3,Z3-CN-11005,Z3-CN-11005,3.960357558,FLCC17001-005,40,0,,CANAL,,ZONE 3,SJRWMD-B,Lower St. Johns,301824,30,18,23.5336,30.3065,812807,81,28,6.9744,-81.4686,3080103,"ST JOHNS RIVER, LOWER",Y,,,2/8/2017,,Y,HPGN,Z3CN1702,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1702-12,50462,Z3-CN-11005,2/8/2017 11:25,PRIMARY,WATER,18,,2.4,A,0.3,S,52,,297,,320,,6.3,,7,,76,,2,U,0.052,,0.61,,0.19,,0.12,,13,,40.8,,5.02,,15.5,,2.6,,30,,34,,0.13,,,,1.9,,0.93,I,207,,0.3,,0.15,
3,Z3-CN-11007,Z3-CN-11007,3.960357558,FLCC17001-007,40,0,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,283908,28,39,7.5503,28.6521,811320,81,13,20.2433,-81.2223,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/28/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-24,50463,Z3-CN-11007,2/28/2017 10:20,PRIMARY,WATER,21.3,,2.6,,0.4,S,54,,326,,330,,4.1,,7.2,,91,,4,I,0.036,,0.63,,0.13,,0.12,,11,,38,,6.31,,18.2,,2.6,,32,,18,,0.14,,,,2.2,,1.5,,205,,0.4,,0.2,
3,Z3-CN-11010,Z3-CN-11010,3.960357558,FLCC17001-010,40,0,,CANAL,,ZONE 3,SJRWMD-D,Ocklawaha,290459,29,4,58.9818,29.0831,815319,81,53,18.8243,-81.8886,3080102,OKLAWAHA RIVER,Y,,,2/7/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-8,50464,Z3-CN-11010,2/7/2017 10:30,PRIMARY,WATER,16.4,,1.3,,1.3,S,32,,368,,370,,7.3,,7.2,,116,,3,I,0.046,,1.3,,0.021,,0.03,J,17,,33.7,,10.2,,20.1,,6.6,,38,,11,,0.22,,,,9.1,,2.9,,182,A,1.3,,0.3,
3,Z3-CN-11011,Z3-CN-11011,3.960357558,FLCC17001-011,40,0,,CANAL,,ZONE 3,SJRWMD-C,Upper St. Johns,281806,28,18,6.4408,28.3018,805519,80,55,18.5124,-80.9218,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/13/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-14,50465,Z3-CN-11011,2/13/2017 10:20,PRIMARY,WATER,21.3,,1.6,A,0.8,,190,,103,,108,,6.4,,7,,24,,4,I,0.01,,0.98,,0.036,,0.16,,21,,10.7,,2.27,,7.2,,2.8,,15,,2.1,,0.038,I,,,14,,4.4,,108,,2.5,,0.3,
3,Z3-CN-11012,Z3-CN-11012,3.960357558,FLCC17001-012,40,0,,CANAL,,ZONE 3,SJRWMD-C,Upper St. Johns,273942,27,39,42.3922,27.6618,803603,80,36,3.3772,-80.6009,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/15/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-18,50466,Z3-CN-11012,2/15/2017 10:20,PRIMARY,WATER,19.8,,23,,0.5,,89,,671,,674,,0.9,,7,,270,,35,A,0.016,,1.9,,0.007,I,0.13,,25,,96.5,,6.88,,43.2,,1.3,,53,,5.9,,0.3,,,,41,A,6.2,A,428,A,1,,0.3,
3,Z3-CN-11013,Z3-CN-11013,3.960357558,FLCC17001-013,40,0,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,284740,28,47,39.8213,28.7944,811845,81,18,44.523,-81.3124,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/14/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-16,50467,Z3-CN-11013,2/14/2017 10:15,PRIMARY,WATER,18.5,,3.5,A,0.2,S,330,,324,,313,,1.8,,6,,29,,4,I,0.013,,1.2,,0.004,U,0.091,,27,,18.8,,5.26,,33.6,,4,,60,,23,,0.068,I,,,8.6,,1.2,,211,,0.2,,0.1,
3,Z3-CN-11014,Z3-CN-11014,3.960357558,FLCC17001-014,40,0,,CANAL,,ZONE 3,SJRWMD-B,Lower St. Johns,293242,29,32,41.6364,29.5449,812525,81,25,24.7541,-81.4235,3080103,"ST JOHNS RIVER, LOWER",Y,,,2/9/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-13,50468,Z3-CN-11014,2/9/2017 10:55,PRIMARY,WATER,19.6,,23,,0.3,S,450,,347,,348,,2.4,,5.9,,22,Q,44,,0.084,,3.1,,0.004,U,0.099,,75,,39.9,,8.34,,21,,2.7,,38,,70,,0.037,I,,,5.1,,8.5,,323,,0.3,,0.15,
3,Z3-CN-11017,Z3-CN-11017,3.960357558,FLCC17001-017,40,1,,CANAL,,ZONE 3,SJRWMD-A,Nassau - St. Marys,301953,30,19,53.3021,30.3315,815625,81,56,25.4422,-81.9404,3070204,ST MARYS RIVER,Y,,,2/6/2017,,Y,HPGN,Z3CN1702,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1702-7,50469,Z3-CN-11017,2/6/2017 13:00,PRIMARY,WATER,15.9,,3.5,,0.4,S,120,,278,,257,,4.7,,6.9,,53,,2,I,0.057,,1.1,,0.45,,0.58,,18,,18.2,,6.51,,17.2,,12.4,,26,,24,,0.072,I,,,14,,2.9,,157,,0.4,,0.2,
3,Z3-CN-11018,Z3-CN-11018,3.960357558,FLCC17001-018,40,1,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,284113,28,41,12.7997,28.6869,811102,81,11,2.2589,-81.184,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/23/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-23,50470,Z3-CN-11018,2/23/2017 11:00,PRIMARY,WATER,19.5,,3.6,A,0.1,S,99,,405,,415,,4.5,,7.1,,105,,9,I,0.068,,0.86,,0.06,,0.14,,18,,41.6,,6.84,,30.2,,4.2,,55,,11,,0.13,,,,1.6,I,0.57,U,238,A,0.1,,0.1,
3,Z3-CN-11019,Z3-CN-11019,3.960357558,FLCC17001-019,40,1,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,283436,28,34,36.0379,28.5767,812604,81,26,3.8382,-81.4344,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/15/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-17,50471,Z3-CN-11019,2/15/2017 9:25,PRIMARY,WATER,20.2,,2,,0.3,S,70,,215,,218,,3.2,,7.5,,79,,2,I,0.03,,0.98,,0.008,I,0.063,,16,,30.7,,2.97,,9.36,,3.8,,14,,8,,0.11,,,,2.7,,2.4,,145,,0.3,,0.2,
3,Z3-CN-11020,Z3-CN-11020,3.960357558,FLCC17001-020,40,1,,CANAL,,ZONE 3,SJRWMD-C,Upper St. Johns,274925,27,49,24.5129,27.8235,803720,80,37,20.3952,-80.6223,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/1/2017,,Y,HPGN,Z3CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1702-1,50472,Z3-CN-11020,2/1/2017 9:00,PRIMARY,WATER,17.7,,1.8,,2.1,,68,,776,,780,,7.5,,8,,165,,2,I,0.05,,0.98,,0.056,,0.027,,15,,76.6,,14,,59.3,,4.6,,120,,33,,0.26,,,,2.3,I,1,I,464,A,4.3,,0.3,
3,Z3-CN-11021,Z3-CN-11021,3.960357558,FLCC17001-021,40,1,,CANAL,,ZONE 3,SJRWMD-B,Lower St. Johns,302159,30,21,59.297,30.3665,813608,81,36,7.9801,-81.6022,3080103,"ST JOHNS RIVER, LOWER",Y,,,2/8/2017,,Y,HPGN,Z3CN1702,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1702-11,50473,Z3-CN-11021,2/8/2017 9:18,PRIMARY,WATER,17.5,,4.9,,0.2,S,43,,118,,128,,4.3,,7.3,,39,,5,I,0.083,,0.71,,0.3,,0.16,,11,,16.4,,2.23,,4.9,,1.8,,10,,9.1,,0.067,I,,,3.2,,1.2,,94,,0.2,,0.1,
3,Z3-CN-9001,Z3-CN-9001,4.097917017,FLCC15001-001,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-B,Lower St. Johns,292655.1,29,26,55.0997,29.44863881,812537.03,81,25,37.0344,-81.426954,3080103,"ST JOHNS RIVER, LOWER",Y,,,2/17/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-49,46463,Z3-CN-9001,2/18/2015 8:45,PRIMARY,WATER,13.3,,12,,0.5,,190,,1418,,1450,,8.22,,7.3,,107,,11,,0.11,,1.1,,0.19,,0.49,,25,,103,,38.8,,123,,10.6,,300,,140,,0.27,,320,Q,0.68,I,0.4,U,867,,1.1,,0.3,
3,Z3-CN-9002,Z3-CN-9002,4.097917017,FLCC15001-002,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,285114.09,28,51,14.0947,28.85391519,810456.31,81,4,56.3052,-81.082307,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/11/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-36,46464,Z3-CN-9002,2/11/2015 10:00,PRIMARY,WATER,13.7,,2.1,,0.35,,300,,139,,143,,8.08,,6.7,,21,,2,I,0.018,,1,,0.038,,0.13,,29,,15.1,,2.49,,11,,1.7,,22,,8.4,,0.047,I,180,BQ,0.64,I,0.4,U,124,,0.75,,0.3,
3,Z3-CN-9004,Z3-CN-9004,4.097917017,FLCC15001-004,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-C,Indian River Lagoon,273553.87,27,35,53.867,27.59829639,802633.09,80,26,33.085,-80.44252361,3080203,"INDIAN RIVER, SOUTH",Y,,,2/10/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-26,46465,Z3-CN-9004,2/10/2015 9:30,PRIMARY,WATER,19,,7.3,,0.82,,37,,2075,,2110,,6.69,,7.5,,173,,7,I,0.11,,0.58,,0.085,,0.11,,9.4,,116,,46.4,,232,,9.9,,510,,100,,0.49,,110,Q,3.1,,1.8,,1060,,1.15,,0.3,
3,Z3-CN-9005,Z3-CN-9005,4.097917017,FLCC15001-005,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-D,Ocklawaha,290301.78,29,3,1.7759,29.05049331,815143.83,81,51,43.8286,-81.86217461,3080102,OKLAWAHA RIVER,Y,,,2/10/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-33,46466,Z3-CN-9005,2/10/2015 12:05,PRIMARY,WATER,15,,1.7,,1.35,,82,,376,,382,,4.58,,6.7,,119,,4,I,0.31,,1.7,,0.031,,0.03,,22,,40.1,,10.8,,18,,7.2,,37,,9.4,,0.23,,7,BQ,5.1,,2.1,,245,,4.9,,0.3,
3,Z3-CN-9009,Z3-CN-9009,4.097917017,FLCC15001-009,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,284502.04,28,45,2.0412,28.750567,811355.91,81,13,55.9132,-81.23219811,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/3/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-4,46467,Z3-CN-9009,2/3/2015 10:15,PRIMARY,WATER,15.7,,2.4,,0.3,S,44,,220,,269,,9.07,,6.8,,66,,3,I,0.033,,0.41,,0.17,,0.016,,10,,32.1,,3,,17.6,,2.1,,33,,12,,0.042,I,80,Q,1.7,,0.61,I,168,,0.3,,0.2,
3,Z3-CN-9010,Z3-CN-9010,4.097917017,FLCC15001-010,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-B,Lower St. Johns,301246.91,30,12,46.9066,30.21302961,815808.63,81,58,8.6275,-81.96906319,3080103,"ST JOHNS RIVER, LOWER",Y,,,2/19/2015,,Y,HGPN,Z3CN1502,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1502-56,46468,Z3-CN-9010,2/19/2015 8:45,PRIMARY,WATER,9.6,,2.7,,0.3,S,210,,86,J,84,,6.86,,4.3,,0.65,U,3,I,0.004,I,0.77,,0.004,U,0.008,,28,,2.45,,1.21,,8.4,,0.3,U,16,,2.2,,0.059,I,3,BQ,1,I,0.47,I,87,,0.3,,0.1,
3,Z3-CN-9011,Z3-CN-9011,4.097917017,FLCC15001-011,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-C,Indian River Lagoon,280506.86,28,5,6.8561,28.08523781,804210.49,80,42,10.4933,-80.70291481,3080202,"EAST COAST, MIDDLE",Y,,,2/9/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-25,46469,Z3-CN-9011,2/9/2015 12:10,PRIMARY,WATER,18.3,,2.8,,0.25,S,57,,923,,923,,2.83,,6.9,,232,,3,I,0.36,,1.6,,1.2,,0.051,,17,,113,,11,,64.6,,6.2,,130,,31,,0.17,,60,Q,3.4,,1.2,I,525,,0.25,,0.15,
3,Z3-CN-9014,Z3-CN-9014,4.097917017,FLCC15001-014,41.38936404,0,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,283913.69,28,39,13.6886,28.65380239,811327.94,81,13,27.9383,-81.22442731,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/4/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-2,46470,Z3-CN-9014,2/4/2015 9:30,PRIMARY,WATER,14.9,,2.7,,0.5,S,66,,307,,316,,7.33,,6.3,,78,,5,I,0.081,,0.61,,0.38,,0.11,,11,,34.6,,5.72,,19.4,,2.8,,36,,14,,0.12,,250,Q,1,I,0.94,I,180,,0.5,,,
3,Z3-CN-9016,Z3-CN-9016,4.097917017,FLCC15001-016,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-A,Nassau - St. Marys,301720.68,30,17,20.6797,30.28907769,815833.88,81,58,33.8772,-81.976077,3070204,ST MARYS RIVER,Y,,,2/16/2015,,Y,HGPN,Z3CN1502,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1502-45,46471,Z3-CN-9016,2/16/2015 10:40,PRIMARY,WATER,12.8,,5.8,,0.4,,200,,193,,200,,7.12,,6.9,,44,,8,I,0.039,,1.1,,0.008,I,0.052,,25,,17.7,,6,,15.7,,1.6,,24,,11,,0.15,,7,BQ,6,,3.2,,142,,0.51,,0.25,
3,Z3-CN-9020,Z3-CN-9020,4.097917017,FLCC15001-020,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-C,Indian River Lagoon,273857.81,27,38,57.813,27.6493925,802945.14,80,29,45.1356,-80.495871,3080203,"INDIAN RIVER, SOUTH",Y,,,2/12/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-38,46472,Z3-CN-9020,2/12/2015 9:30,PRIMARY,WATER,16.1,,0.85,,0.5,S,12,,4959,,4740,,6.65,,7.3,,132,,2,I,0.05,,0.35,,0.014,,0.02,,4.5,,153,,111,,673,,16,,1400,,210,,0.52,,34,BQ,0.97,I,0.4,U,2810,,0.5,,0.25,
3,Z3-CN-9027,Z3-CN-9027,4.097917017,FLCC15001-027,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-C,Upper St. Johns,281458.6,28,14,58.6032,28.249612,804728.61,80,47,28.6073,-80.79127981,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/9/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-19,46473,Z3-CN-9027,2/9/2015 9:20,PRIMARY,WATER,18,,4.5,A,0.65,,46,,1288,,1300,,3.57,,7.2,,154,,4,I,0.016,,1.1,,0.04,,0.075,,14,,113,,21.2,,125,,4.6,,240,,130,,0.19,,3,BQ,21,,5.1,,732,,0.9,,0.3,
3,Z3-CN-9028,Z3-CN-9028,4.097917017,FLCC15001-028,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-C,Upper St. Johns,273614.26,27,36,14.2556,27.60395989,804040.36,80,40,40.3612,-80.67787811,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/24/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-64,46474,Z3-CN-9028,2/24/2015 10:20,PRIMARY,WATER,17.7,,1.7,,1.4,,81,,811,,835,,4.52,,7.1,,207,,4,I,0.009,,1.4,,0.004,U,0.073,,22,,83.9,,15.6,,67.6,,5.3,,130,,16,,0.37,,2,UQ,19,,1.5,,469,,2.3,,0.3,
3,Z3-CN-9029,Z3-CN-9029,4.097917017,FLCC15001-029,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,285124.03,28,51,24.0347,28.85667631,810606.46,81,6,6.4602,-81.1017945,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/4/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-12,46475,Z3-CN-9029,2/4/2015 10:15,PRIMARY,WATER,13,,1.8,,0.4,S,340,,88,,92,,9.36,,5,,1.1,I,2,I,0.017,,1.1,,0.006,I,0.02,,37,,6.9,,1.53,,8.6,,0.3,U,17,,4.6,,0.035,U,62,Q,0.55,U,0.4,U,83,,,O,,
3,Z3-CN-9030,Z3-CN-9030,4.097917017,FLCC15001-030,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-C,Middle St. Johns,283532.12,28,35,32.1241,28.59225669,811726.21,81,17,26.2126,-81.29061461,3080101,"ST JOHNS RIVER, UPPER",Y,,,2/4/2015,,Y,HGPN,Z3CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z3CN1502-13,46476,Z3-CN-9030,2/4/2015 13:05,PRIMARY,WATER,20.3,,2.9,,0.7,S,41,A,222,,223,,9.65,,6.8,,55,,4,I,0.078,,0.41,,0.17,,0.086,,8.9,,28,,2.79,,12.4,,1.7,,23,,13,,0.12,,410,Q,1.2,I,0.4,U,127,,0.7,,0.3,
3,Z3-CN-9032,Z3-CN-9032,4.097917017,FLCC15001-032,41.38936404,1,,CANAL,,ZONE 3,SJRWMD-B,Lower St. Johns,301759.02,30,17,59.0165,30.29972681,815117.46,81,51,17.4625,-81.85485069,3080103,"ST JOHNS RIVER, LOWER",Y,,,2/19/2015,,Y,HGPN,Z3CN1502,Northeast,Peninsula,34,1.54,0.12,20,Z3CN1502-60,46477,Z3-CN-9032,2/19/2015 10:45,PRIMARY,WATER,11.6,,6.3,,0.7,,130,,110,,113,A,7.36,,6.2,,17,A,3,I,0.029,,0.56,,0.016,,0.045,,14,,11.8,,2.56,,7.1,,1.2,,12,,13,,0.055,I,130,BQ,2.6,I,0.67,U,86,,1.5,,0.3,
3,Z3-LR-10001,Z3-LR-10001,4.742616876,FLLR16001-301,47.90089589,0,,LARGE RIVER,,ZONE 3,SJRWMD-C,Indian River Lagoon,274820.511,27,48,20.511,27.8057,803031.0676,80,30,31.06764,-80.50863,3080203,"INDIAN RIVER, SOUTH",Y,,,5/18/2016,,O,HGPN,Z3LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z3LR1605-18,49579,Z3-LR-10001,42508.36806,PRIMARY,WATER,24.1,,26,,0.2,,130,,623,,615,,5,,7.1,,51,,53,,0.024,,0.86,,0.04,,0.25,,12,,26.6,,11.9,,70.1,,3.7,,130,,28,,0.12,,8800,BQ,8.2,,13,,323,,2,,0.3,O
3,Z3-LR-10002,Z3-LR-10002,4.742616876,FLLR16001-302,47.90089589,0,,LARGE RIVER,,ZONE 3,SJRWMD-A,Nassau - St. Marys,302724.7514,30,27,24.75144,30.45688,821226.1515,82,12,26.15148,-82.20726,,,Y,,,5/9/2016,,O,HGPN,Z3LR1605,Northeast,Peninsula,34,1.54,0.12,20,Z3LR1605-3,49580,Z3-LR-10002,42499.48958,PRIMARY,WATER,20.2,,1.5,,0.4,S,540,,69,,64,,5.5,,4,J,0.65,U,2,I,0.019,,0.99,Q,0.004,U,0.028,G,51,,1.89,,1.03,,4.5,,0.31,I,7,,0.68,,0.036,I,20,BQ,0.58,I,0.4,U,73,,0.4,,0.2,
3,Z3-LR-10003,Z3-LR-10003,4.742616876,FLLR16001-303,47.90089589,0,,LARGE RIVER,,ZONE 3,SJRWMD-C,Middle St. Johns,285922.3001,28,59,22.30008,28.98953,812150.7913,81,21,50.79132,-81.36411,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/25/2016,,O,HGPN,Z3LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z3LR1605-27,49581,Z3-LR-10003,42515.43056,PRIMARY,WATER,26.9,,1.8,,1.1,,99,A,1017,,994,,4.1,,7.1,,81,,2,I,0.044,,0.94,,0.078,,0.073,,17,,42.1,,15,,95.6,,3.7,,210,,58,,0.14,,5,BQ,10,,3.6,,573,A,1.4,,0.3,
3,Z3-LR-10004,Z3-LR-10004,4.742616876,FLLR16001-304,47.90089589,0,,LARGE RIVER,,ZONE 3,SJRWMD-C,Upper St. Johns,283213.8019,28,32,13.80192,28.53717,805621.3637,80,56,21.36372,-80.93927,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/11/2016,,O,HGPN,Z3LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z3LR1605-7,49582,Z3-LR-10004,42501.49306,PRIMARY,WATER,26.3,,6.8,,0.5,,200,,692,,701,,5.9,,7.3,,57,,7,I,0.042,,1.6,,0.047,,0.087,,25,,40.4,,11.5,,81.7,,3,,150,,31,,0.13,,7,BQ,8.6,,2.1,,409,,2.8,,0.3,
3,Z3-LR-10005,Z3-LR-10005,4.742616876,FLLR16001-305,47.90089589,0,,LARGE RIVER,,ZONE 3,SJRWMD-D,Ocklawaha,292858.3738,29,28,58.37376,29.48288,814328.3883,81,43,28.38828,-81.72455,3080102,OKLAWAHA RIVER,Y,,,5/10/2016,,O,HGPN,Z3LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z3LR1605-1,49584,Z3-LR-10005,42500.51389,PRIMARY,WATER,25.1,,4.8,,1.2,,48,,505,,492,,6.1,,7.8,,148,,7,I,0.008,,0.98,,0.043,,0.057,,9.7,,67.4,,11.7,,21.1,,2.2,,37,,47,,0.16,,8,BQ,29,,5.3,,316,,2.2,,0.3,
3,Z3-LR-10008,Z3-LR-10008,4.742616876,FLLR16001-308,47.90089589,0,,LARGE RIVER,,ZONE 3,SJRWMD-C,Upper St. Johns,282802.7973,28,28,2.79732,28.46744,805336.9816,80,53,36.9816,-80.89361,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/11/2016,,O,HGPN,Z3LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z3LR1605-6,49585,Z3-LR-10008,42501.38889,PRIMARY,WATER,25.8,,8,A,0.4,,210,,576,,587,,6,,7.4,,55,,11,,0.052,,1.6,,0.041,,0.093,,25,,37.2,,9.62,,63,,2.3,,120,,25,,0.12,,38,BQ,4.2,,2.5,,375,,0.9,,0.3,
